zip,city,state,county,latitude,longitude
95701,Alta,CA,Placer,39.224484,-120.768689
95703,Applegate,CA,Placer,38.985882,-120.978665
95709,Camino,CA,El Dorado,38.748316,-120.675512
95713,Iowa Hill,CA,Placer,39.113684,-120.873765
95714,Dutch Flat,CA,Placer,39.200502,-120.840727
95715,Emigrant Gap,CA,Placer,39.269964,-120.677611
95717,Gold Run,CA,Placer,39.144524,-120.852571
95720,Kyburz,CA,El Dorado,38.766036,-120.209673
95721,Echo Lake,CA,El Dorado,38.841190,-120.077273
95722,Meadow Vista,CA,Placer,39.009741,-121.034108
95726,Pacific House,CA,El Dorado,38.800350,-120.503871
95728,Soda Springs,CA,Placer,39.319331,-120.399379
95735,Twin Bridges,CA,El Dorado,38.840775,-120.149510
95736,Weimar,CA,Placer,39.038809,-120.977530
95742,Rancho Cordova,CA,Sacramento,38.577783,-121.201788
95746,Granite Bay,CA,Placer,38.750964,-121.184357
95747,Roseville,CA,Placer,38.782070,-121.373155
95758,Elk Grove,CA,Sacramento,38.427813,-121.444696
95762,El Dorado Hills,CA,El Dorado,38.685222,-121.064165
95765,Rocklin,CA,Placer,38.815502,-121.279552
95776,Woodland,CA,Yolo,38.694081,-121.694431
95814,Sacramento,CA,Sacramento,38.580568,-121.495590
95815,Sacramento,CA,Sacramento,38.605407,-121.447593
95816,Sacramento,CA,Sacramento,38.571576,-121.466465
95817,Sacramento,CA,Sacramento,38.550547,-121.456373
95818,Sacramento,CA,Sacramento,38.554487,-121.497058
95819,Sacramento,CA,Sacramento,38.569828,-121.440067
95820,Sacramento,CA,Sacramento,38.534879,-121.444372
95821,Sacramento,CA,Sacramento,38.625693,-121.384916
95822,Sacramento,CA,Sacramento,38.512787,-121.493618
95823,Sacramento,CA,Sacramento,38.474099,-121.443454
95824,Sacramento,CA,Sacramento,38.517584,-121.440739
95825,Sacramento,CA,Sacramento,38.591897,-121.408467
95826,Sacramento,CA,Sacramento,38.543754,-121.377692
95827,Sacramento,CA,Sacramento,38.556129,-121.324257
95828,Sacramento,CA,Sacramento,38.488809,-121.395843
95829,Sacramento,CA,Sacramento,38.489544,-121.323454
95830,Sacramento,CA,Sacramento,38.490508,-121.284171
95831,Sacramento,CA,Sacramento,38.494832,-121.529447
95832,Sacramento,CA,Sacramento,38.447050,-121.496114
95833,Sacramento,CA,Sacramento,38.619049,-121.517552
95834,Sacramento,CA,Sacramento,38.635653,-121.518416
95835,Sacramento,CA,Sacramento,38.670649,-121.525983
95836,Sacramento,CA,Sacramento,38.710901,-121.522717
95837,Sacramento,CA,Sacramento,38.693945,-121.599134
95838,Sacramento,CA,Sacramento,38.646170,-121.445152
95841,Sacramento,CA,Sacramento,38.660370,-121.347394
95842,Sacramento,CA,Sacramento,38.686809,-121.349146
95843,Sacramento,CA,Sacramento,38.715463,-121.363422
95864,Sacramento,CA,Sacramento,38.584047,-121.375846
95901,Marysville,CA,Yuba,39.223939,-121.494050
95903,Beale Afb,CA,Yuba,39.106099,-121.368180
95910,Alleghany,CA,Sierra,39.491126,-120.817232
95912,Arbuckle,CA,Colusa,39.016702,-122.062143
95913,Artois,CA,Glenn,39.698298,-122.168928
95914,Bangor,CA,Butte,39.449005,-121.330521
95916,Berry Creek,CA,Butte,39.665539,-121.351956
95917,Biggs,CA,Butte,39.413627,-121.761286
95918,Browns Valley,CA,Yuba,39.301229,-121.337929
95919,Brownsville,CA,Yuba,39.432882,-121.261143
95920,Butte City,CA,Glenn,39.449795,-121.936372
95922,Camptonville,CA,Yuba,39.489840,-121.070237
95923,Canyondam,CA,Plumas,40.133728,-121.092693
95925,Challenge,CA,Yuba,39.484108,-121.192649
95926,Cohasset,CA,Butte,39.745628,-121.843834
95928,Chico,CA,Butte,39.685710,-121.844084
95930,Clipper Mills,CA,Butte,39.548599,-121.192105
95932,Colusa,CA,Colusa,39.266469,-121.978604
95934,Crescent Mills,CA,Plumas,40.061085,-120.902875
95935,Dobbins,CA,Yuba,39.379343,-121.192259
95936,Downieville,CA,Sierra,39.605958,-120.791339
95937,Dunnigan,CA,Colusa,38.885247,-121.999043
95938,Durham,CA,Butte,39.604713,-121.795288
95939,Elk Creek,CA,Glenn,39.571983,-122.580828
95941,Forbestown,CA,Butte,39.517330,-121.242678
95942,Butte Meadows,CA,Butte,40.019450,-121.566635
95943,Glenn,CA,Glenn,39.584807,-122.032297
95944,Goodyears Bar,CA,Sierra,39.494937,-120.944288
95945,Grass Valley,CA,Nevada,39.196387,-120.972289
95946,Penn Valley,CA,Nevada,39.215586,-121.203240
95947,Greenville,CA,Plumas,40.174567,-120.819766
95948,Gridley,CA,Butte,39.339264,-121.770785
95949,Grass Valley,CA,Nevada,39.099249,-121.138845
95950,Grimes,CA,Colusa,39.043447,-121.918099
95951,Hamilton City,CA,Glenn,39.723808,-122.003909
95953,Live Oak,CA,Sutter,39.258746,-121.776970
95954,Magalia,CA,Butte,39.889504,-121.583415
95955,Maxwell,CA,Colusa,39.294516,-122.201715
95956,Meadow Valley,CA,Plumas,39.838288,-121.134235
95957,Meridian,CA,Sutter,39.060921,-121.827155
95959,Nevada City,CA,Nevada,39.347811,-120.918728
95960,North San Juan,CA,Nevada,39.403216,-121.034486
95961,Olivehurst,CA,Yuba,39.040304,-121.560484
95962,Oregon House,CA,Yuba,39.344855,-121.264443
95963,Orland,CA,Glenn,39.735300,-122.258532
95965,Pulga,CA,Butte,39.593945,-121.581363
95966,Oroville,CA,Butte,39.473896,-121.415927
95968,Palermo,CA,Butte,39.435211,-121.551925
95969,Paradise,CA,Butte,39.716846,-121.646180
95970,Princeton,CA,Colusa,39.398424,-122.060946
95971,Quincy,CA,Plumas,39.940174,-120.885878
95972,Rackerby,CA,Yuba,39.444420,-121.318329
95973,Richardson Sprin,CA,Butte,39.891624,-121.841982
95974,Richvale,CA,Butte,39.480221,-121.838454
95975,Rough And Ready,CA,Nevada,39.224412,-121.151620
95977,Smartville,CA,Nevada,39.176595,-121.291692
95978,Stirling City,CA,Butte,39.875599,-121.536315
95979,Stonyford,CA,Colusa,39.302040,-122.511118
95981,La Porte,CA,Yuba,39.687069,-121.000123
95982,Sutter,CA,Sutter,39.172777,-121.805845
95983,Taylorsville,CA,Plumas,40.077912,-120.707315
95984,Twain,CA,Plumas,40.040955,-121.122652
95986,Washington,CA,Nevada,39.342544,-120.770868
95987,Williams,CA,Colusa,39.097947,-122.286034
95988,Willows,CA,Glenn,39.491654,-122.262080
95991,Yuba City,CA,Sutter,39.016059,-121.598994
95993,Yuba City,CA,Sutter,39.082497,-121.680114
96001,Redding,CA,Shasta,40.600342,-122.455016
96002,Redding,CA,Shasta,40.527834,-122.318749
96003,Redding,CA,Shasta,40.751937,-122.230678
96006,Adin,CA,Modoc,41.136140,-120.840356
96007,Anderson,CA,Shasta,40.457991,-122.277995
96008,Bella Vista,CA,Shasta,40.705001,-122.120397
96009,Bieber,CA,Lassen,41.056040,-121.020802
96010,Big Bar,CA,Trinity,40.913802,-123.307474
96011,Big Bend,CA,Shasta,41.051216,-121.984492
96013,Burney,CA,Shasta,40.975253,-121.690281
96014,Callahan,CA,Siskiyou,41.326624,-122.773678
96015,Canby,CA,Modoc,41.486953,-120.913975
96016,Cassel,CA,Shasta,40.894419,-121.505962
96017,Castella,CA,Shasta,41.080356,-122.233835
96019,Shasta Lake,CA,Shasta,40.679219,-122.377904
96020,Chester,CA,Plumas,40.397998,-121.298528
96021,Corning,CA,Tehama,39.923446,-122.270806
96022,Cottonwood,CA,Shasta,40.336393,-122.448533
96023,Dorris,CA,Siskiyou,41.928894,-121.906809
96024,Douglas City,CA,Trinity,40.543165,-122.876964
96025,Dunsmuir,CA,Siskiyou,41.209942,-122.307935
96027,Sawyers Bar,CA,Siskiyou,41.400028,-123.069287
96028,Fall River Mills,CA,Shasta,41.006417,-121.480741
96029,Flournoy,CA,Tehama,39.940260,-122.489200
96031,Forks Of Salmon,CA,Siskiyou,41.186066,-123.181796
96032,Fort Jones,CA,Siskiyou,41.609010,-122.963514
96033,French Gulch,CA,Shasta,40.781633,-122.584148
96034,Gazelle,CA,Siskiyou,41.428284,-122.609441
96035,Gerber,CA,Tehama,40.045637,-122.184859
96037,Greenview,CA,Siskiyou,41.544675,-122.934665
96038,Grenada,CA,Siskiyou,41.607100,-122.545715
96039,Happy Camp,CA,Siskiyou,41.687905,-123.483269
96040,Hat Creek,CA,Shasta,40.793535,-121.438607
96041,Hayfork,CA,Trinity,40.525723,-123.193917
96044,Hornbrook,CA,Siskiyou,41.930950,-122.510081
96046,Hyampom,CA,Trinity,40.586442,-123.432744
96047,Igo,CA,Shasta,40.469818,-122.661233
96048,Helena,CA,Trinity,40.829014,-123.022859
96050,Klamath River,CA,Siskiyou,41.898880,-122.888552
96051,Lakehead,CA,Shasta,40.932935,-122.383578
96052,Lewiston,CA,Trinity,40.738391,-122.821085
96054,Lookout,CA,Modoc,41.240175,-121.036859
96055,Los Molinos,CA,Tehama,40.103236,-122.074735
96056,Mcarthur,CA,Shasta,41.028176,-121.308316
96057,Mccloud,CA,Siskiyou,41.268701,-121.931033
96058,Macdoel,CA,Siskiyou,41.728474,-121.906179
96059,Manton,CA,Tehama,40.421637,-121.833052
96061,Mill Creek,CA,Tehama,40.338068,-121.479071
96062,Millville,CA,Shasta,40.580181,-122.041447
96063,Mineral,CA,Tehama,40.370532,-121.606340
96064,Montague,CA,Siskiyou,41.756114,-122.365378
96065,Montgomery Creek,CA,Shasta,40.892563,-121.876104
96067,Mount Shasta,CA,Siskiyou,41.307705,-122.376724
96068,Nubieber,CA,Lassen,41.118402,-121.207564
96069,Oak Run,CA,Shasta,40.685336,-122.016069
96071,Old Station,CA,Shasta,40.662919,-121.462699
96073,Palo Cedro,CA,Shasta,40.603908,-122.185739
96074,Paskenta,CA,Tehama,39.884401,-122.587615
96075,Paynes Creek,CA,Tehama,40.343242,-121.852205
96076,Wildwood,CA,Shasta,40.391935,-122.937679
96080,Red Bluff,CA,Tehama,40.171603,-122.394899
96084,Round Mountain,CA,Shasta,40.845006,-121.969953
96085,Scott Bar,CA,Siskiyou,41.737962,-123.075570
96086,Seiad Valley,CA,Siskiyou,41.924174,-123.260788
96087,Shasta,CA,Shasta,40.619996,-122.643648
96088,Shingletown,CA,Shasta,40.511966,-121.884623
96090,Tehama,CA,Tehama,40.021577,-122.127672
96091,Trinity Center,CA,Trinity,41.034706,-122.791321
96092,Vina,CA,Tehama,39.963320,-122.017242
96093,Weaverville,CA,Trinity,40.765478,-122.941428
96094,Edgewood,CA,Siskiyou,41.456579,-122.469367
96095,Whiskeytown,CA,Shasta,40.735153,-122.194400
96096,Whitmore,CA,Shasta,40.652845,-121.823333
96097,Yreka,CA,Siskiyou,41.755217,-122.656617
96101,Alturas,CA,Modoc,41.452711,-120.538460
96103,Cromberg,CA,Plumas,39.805590,-120.665982
96104,Cedarville,CA,Modoc,41.506276,-120.143106
96105,Chilcoot,CA,Plumas,39.753663,-120.055178
96106,Clio,CA,Plumas,39.736644,-120.543744
96107,Coleville,CA,Mono,38.425280,-119.475741
96108,Davis Creek,CA,Modoc,41.770135,-120.431114
96109,Doyle,CA,Lassen,40.019715,-120.099183
96110,Eagleville,CA,Modoc,41.299897,-120.078493
96112,Fort Bidwell,CA,Modoc,41.858844,-120.104998
96113,Herlong,CA,Lassen,40.142933,-120.159007
96114,Janesville,CA,Lassen,40.296745,-120.499838
96115,Lake City,CA,Modoc,41.701830,-120.134337
96116,Likely,CA,Modoc,41.255254,-120.372571
96117,Litchfield,CA,Lassen,40.533534,-120.235306
96118,Loyalton,CA,Sierra,39.639597,-120.247144
96119,Madeline,CA,Lassen,41.022672,-120.524014
96120,Hope Valley,CA,Alpine,38.743387,-119.867630
96121,Milford,CA,Lassen,40.167924,-120.373766
96122,Portola,CA,Plumas,39.825506,-120.476967
96123,Ravendale,CA,Lassen,40.728194,-120.396280
96124,Calpine,CA,Sierra,39.641871,-120.445264
96125,Sierra City,CA,Sierra,39.602124,-120.635732
96126,Sierraville,CA,Sierra,39.529719,-120.454168
96128,Standish,CA,Lassen,40.358768,-120.408154
96130,Susanville,CA,Lassen,40.551757,-120.675673
96132,Termo,CA,Lassen,40.914834,-120.402292
96133,Topaz,CA,Mono,38.620964,-119.505184
96134,Tulelake,CA,Siskiyou,41.767323,-121.440546
96136,Wendel,CA,Lassen,40.345949,-120.081187
96137,Peninsula Villag,CA,Lassen,40.270731,-121.039461
96140,Carnelian Bay,CA,Placer,39.232027,-120.096413
96141,Homewood,CA,Placer,39.077550,-120.177111
96142,Tahoma,CA,El Dorado,38.997146,-120.129630
96143,Kings Beach,CA,Placer,39.254474,-120.022169
96145,Tahoe City,CA,Placer,39.140222,-120.183534
96146,Olympic Valley,CA,Placer,39.198047,-120.237787
96148,Tahoe Vista,CA,Placer,39.248269,-120.064288
96150,South Lake Tahoe,CA,El Dorado,38.869943,-120.008943
96161,Truckee,CA,Nevada,39.313089,-120.207783
97635,Unknown,CA,Modoc,41.929992,-120.294195
